victim_id,case_id,victim_name,gender,age,occupation,injury_type,relationship_to_accused,address
VICT007749,CR006197,Yamini Bhatti,Female,46,Government Employee,Minor,Unknown,"93/69, Sabharwal Ganj, Saharanpur 257188"
VICT007750,CR006198,Jack Mittal,Male,64,Self Employed,None,Family,"08, Dhar Street, Panvel-113227"
VICT007751,CR006198,Azaan Zachariah,Male,67,Farmer,Serious,Unknown,"114, Bajaj Circle, Narasaraopet-567045"
VICT007752,CR006198,Fiyaz Keer,Male,23,Housewife,Fatal,Friend,"59/22, Cheema, Raipur 640383"
VICT007753,CR006199,Ria Pillai,Other,28,Retired,Minor,Friend,"53/19, Sankar Marg, Singrauli-756665"
VICT007754,CR006200,Zarna Tara,Female,59,Private Employee,None,Friend,"14, Brahmbhatt Nagar, Rajahmundry-167703"
VICT007755,CR006201,Vedhika Bajwa,Other,22,Private Employee,None,Stranger,"80, Dugar Chowk, Amaravati-238561"
VICT007756,CR006202,Girindra Deshpande,Male,29,Housewife,None,Stranger,"72/578, Vala Circle, Gulbarga-132916"
VICT007757,CR006202,Nachiket Agarwal,Male,22,Labourer,None,Family,"H.No. 35, Chatterjee Marg, Surendranagar Dudhrej 217753"
VICT007758,CR006203,Rachit Ratti,Male,60,Farmer,Minor,Neighbour,"H.No. 009, Lad Street, Haldia-333072"
VICT007759,CR006204,Hemal Dugal,Female,66,Government Employee,Minor,Stranger,"H.No. 103, Sahni Zila, Saharanpur-365785"
VICT007760,CR006205,Bimala Bassi,Female,82,Driver,Minor,Friend,"63/322, Nori Street, Jalgaon 109815"
VICT007761,CR006206,Ira Manne,Female,78,Student,Minor,Stranger,"H.No. 091, Thakkar Circle, Panipat 105766"
VICT007762,CR006207,Krish Din,Male,34,Housewife,None,Colleague,"H.No. 64, Pandit Road, Alappuzha 365638"
VICT007763,CR006208,Vasana Hayer,Female,63,Private Employee,Minor,Friend,"69/77, Sant Circle, Anand 413041"
VICT007764,CR006209,Tanay Srinivasan,Other,82,Housewife,None,Stranger,"15/45, Pandey Nagar, Katihar 959103"
VICT007765,CR006209,Ubika Mahajan,Female,80,Self Employed,Minor,Friend,"H.No. 057, Sodhi Nagar, Jamnagar 801272"
VICT007766,CR006209,Vaishnavi Hayer,Other,21,Unemployed,Fatal,Unknown,"H.No. 48, Sama Marg, New Delhi 632307"
VICT007767,CR006210,Kiaan Rattan,Male,88,Housewife,Minor,Colleague,"H.No. 88, Murty Circle, Gopalpur 914125"
VICT007768,CR006211,Jyoti Khare,Female,83,Unemployed,None,Colleague,"05, Sarin Zila, Dibrugarh 740559"
VICT007769,CR006212,Ucchal Yohannan,Female,82,Housewife,None,Stranger,"53/798, Ahuja Zila, Siliguri 465964"
VICT007770,CR006213,Reyansh Pillay,Other,64,Retired,Minor,Friend,"02/76, Goswami Street, Latur-012672"
VICT007771,CR006214,Harinakshi Rama,Other,44,Business,Serious,Colleague,"H.No. 19, Wagle Road, Berhampur 208779"
VICT007772,CR006214,Edhitha Dar,Female,89,Private Employee,Fatal,Stranger,"H.No. 996, Divan Chowk, Ramagundam-109511"
VICT007773,CR006215,Orinder Viswanathan,Male,69,Private Employee,Minor,Colleague,"H.No. 841, Arya, Bettiah 495259"
VICT007774,CR006215,Chandran Vig,Other,22,Housewife,Minor,Unknown,"32, Subramaniam Marg, Kollam 597840"
VICT007775,CR006215,Abdul Parmar,Male,2,Driver,Minor,Colleague,"H.No. 16, Balan Zila, Pune-612083"
VICT007776,CR006216,Nathaniel Yohannan,Other,34,Driver,Minor,Stranger,"H.No. 739, Randhawa Zila, Chapra-185660"
VICT007777,CR006217,Sara Rajagopal,Female,70,Labourer,None,Unknown,"H.No. 231, Bandi Road, Sangli-Miraj & Kupwad-530864"
VICT007778,CR006218,Gagan Lala,Male,60,Private Employee,None,Neighbour,"97/80, Narain Chowk, Surat 805578"
VICT007779,CR006219,Tanay Bhagat,Male,6,Business,Minor,Friend,"H.No. 182, Bhagat Path, Nizamabad 199837"
VICT007780,CR006219,Netra Bhagat,Female,53,Business,Minor,Friend,"062, Shanker Circle, Bareilly 949568"
VICT007781,CR006220,Chanakya Devan,Male,53,Driver,Minor,Family,"H.No. 84, Sane Circle, Sultan Pur Majra-948944"
VICT007782,CR006221,Rehaan Dhar,Male,72,Government Employee,Serious,Colleague,"43/59, Parsa Nagar, Deoghar 861322"
VICT007783,CR006222,Adya Menon,Other,23,Retired,Serious,Unknown,"51, Goel Road, Nanded 440922"
VICT007784,CR006222,Neel Narayanan,Male,89,Government Employee,Serious,Neighbour,"79, Sule Street, Haldia 115423"
VICT007785,CR006223,Yashvi Pathak,Other,22,Self Employed,Serious,Colleague,"87/80, Dave Chowk, Durg 738432"
VICT007786,CR006223,Ijaya Bali,Other,59,Private Employee,Fatal,Neighbour,"52/40, Sastry Ganj, Katihar 355416"
VICT007787,CR006224,Damini Sachar,Female,74,Unemployed,Serious,Stranger,"688, Minhas Ganj, Mumbai 404329"
VICT007788,CR006224,Triveni Tara,Other,88,Private Employee,None,Friend,"H.No. 372, Kaur Chowk, Hubli–Dharwad-371072"
VICT007789,CR006224,Chakradhar Rattan,Male,81,Driver,None,Colleague,"392, Goel Nagar, Aizawl-555428"
VICT007790,CR006225,Wridesh Kale,Male,12,Labourer,Serious,Neighbour,"H.No. 70, Varghese Zila, Tirupati-326485"
VICT007791,CR006226,Tejas Rana,Male,71,Government Employee,None,Stranger,"84/12, Talwar Road, Tenali 965195"
VICT007792,CR006227,Pallavi Nagi,Female,25,Farmer,Minor,Unknown,"83, Iyer Street, Kakinada-662889"
VICT007793,CR006228,Andrew Dugal,Other,69,Farmer,None,Colleague,"41/18, Venkatesh Ganj, Jaunpur-887231"
VICT007794,CR006229,Fitan Madan,Other,44,Retired,Fatal,Friend,"501, Ahuja Street, Thanjavur 684234"
VICT007795,CR006229,Oeshi Kuruvilla,Female,25,Driver,None,Neighbour,"H.No. 558, Sankaran Nagar, Satara 226635"
VICT007796,CR006230,Samaksh Suresh,Other,87,Business,Minor,Neighbour,"29/00, Gokhale Ganj, Sultan Pur Majra-163773"
VICT007797,CR006231,Janya Majumdar,Female,84,Student,None,Neighbour,"940, Vora Road, Raiganj-915030"
VICT007798,CR006231,Gautami Ramachandran,Female,26,Farmer,Minor,Friend,"899, Balakrishnan Zila, Agra-059576"
VICT007799,CR006232,Leela Bajaj,Female,41,Government Employee,Serious,Family,"08/45, Shah Marg, Ahmedabad-431062"
VICT007800,CR006233,Onkar Nath,Male,89,Farmer,Serious,Unknown,"69, Sane Nagar, Moradabad 362027"
VICT007801,CR006234,Arya Chanda,Female,25,Student,Minor,Neighbour,"857, Chad Zila, Madhyamgram-538692"
VICT007802,CR006234,Dakshesh Edwin,Male,7,Self Employed,Minor,Unknown,"255, Pathak Path, Tezpur 591904"
VICT007803,CR006234,Krishna Kamdar,Male,12,Private Employee,Minor,Friend,"22, Kar Zila, Etawah 862905"
VICT007804,CR006235,Osha Gour,Female,59,Government Employee,Minor,Stranger,"H.No. 45, Naidu Chowk, Bellary 490176"
VICT007805,CR006236,Nirja Murty,Other,30,Farmer,Minor,Friend,"H.No. 88, Bajwa Street, Dehri-402888"
VICT007806,CR006237,Vihaan Wali,Other,60,Government Employee,None,Friend,"H.No. 16, Dugar Road, Thane-593906"
VICT007807,CR006238,Urvi Doctor,Other,4,Labourer,None,Unknown,"18, Maharaj Road, Varanasi-586415"
VICT007808,CR006239,Aashi Saxena,Female,83,Driver,None,Stranger,"04/69, Madan Zila, Jalandhar 193695"
VICT007809,CR006240,Wakeeta Garg,Female,68,Self Employed,None,Colleague,"47, Sabharwal Path, Deoghar 334280"
VICT007810,CR006241,Nirja Kapoor,Other,11,Labourer,Minor,Unknown,"63/84, Parsa Street, Bulandshahr-349541"
VICT007811,CR006242,Laban Bose,Male,61,Private Employee,Minor,Neighbour,"088, Sengupta Nagar, Etawah 585225"
VICT007812,CR006242,Manan Sehgal,Male,40,Private Employee,Minor,Colleague,"73, Suresh Chowk, Saharanpur 723363"
VICT007813,CR006243,Quincy Trivedi,Male,73,Business,None,Neighbour,"690, Narang Path, Chinsurah-063641"
VICT007814,CR006244,Hitesh Bandi,Male,11,Unemployed,Serious,Unknown,"H.No. 830, Sachdev Path, Nashik 665324"
VICT007815,CR006245,Sathvik Joshi,Other,69,Private Employee,Minor,Stranger,"H.No. 43, Chaudhary Zila, Baranagar 580729"
VICT007816,CR006246,Deepa Sengupta,Female,45,Private Employee,Serious,Friend,"36, Gill Ganj, Muzaffarpur-947015"
VICT007817,CR006247,Qarin Iyengar,Male,18,Retired,Minor,Unknown,"09/71, Kashyap Ganj, Howrah-626711"
VICT007818,CR006248,David Jani,Male,76,Self Employed,Minor,Neighbour,"76/10, Sandhu Zila, Vasai-Virar 640092"
VICT007819,CR006249,Chakradev Sridhar,Male,33,Student,Fatal,Stranger,"H.No. 81, Peri Road, Gudivada-430732"
VICT007820,CR006249,Mitesh Barad,Male,74,Unemployed,None,Friend,"H.No. 73, Comar Circle, South Dumdum-891133"
VICT007821,CR006250,Isaac Datta,Other,19,Private Employee,Fatal,Unknown,"99, Thaker Road, Ballia 499407"
VICT007822,CR006251,Urmi Brahmbhatt,Female,30,Government Employee,Serious,Family,"54/203, Verma Path, Jalgaon-737234"
VICT007823,CR006252,Dipta Pall,Female,36,Business,None,Neighbour,"H.No. 00, Vohra Ganj, Malegaon-948019"
VICT007824,CR006252,Charles Dasgupta,Male,40,Private Employee,None,Friend,"H.No. 759, Swamy Road, Muzaffarnagar-852192"
VICT007825,CR006253,Anya Narayanan,Other,22,Farmer,Minor,Colleague,"55/81, Nagarajan Street, Bellary 868699"
VICT007826,CR006254,Onveer Dara,Other,81,Farmer,Minor,Neighbour,"40/520, Ganesh Chowk, Durg-220755"
VICT007827,CR006254,Sarthak Nayar,Male,26,Farmer,Minor,Stranger,"40, Biswas Circle, Bhilwara 619153"
VICT007828,CR006255,Anika Mahajan,Female,26,Government Employee,Minor,Friend,"09, Mangat Zila, Kumbakonam-358528"
VICT007829,CR006256,Mason Subramanian,Other,42,Private Employee,Fatal,Colleague,"35/741, Korpal Ganj, Ambarnath-698980"
VICT007830,CR006257,Gaurika Pingle,Other,15,Student,Minor,Neighbour,"73/403, Mutti Circle, Thiruvananthapuram-498165"
VICT007831,CR006258,Barkha Mistry,Other,17,Government Employee,None,Friend,"40/467, Manne Circle, Adoni 472701"
VICT007832,CR006259,Janaki Hari,Female,19,Government Employee,None,Neighbour,"570, Patil Path, Motihari 328357"
VICT007833,CR006260,Lipika Dutt,Female,75,Farmer,Serious,Unknown,"341, Dass Path, Aligarh 461369"
VICT007834,CR006261,Aryan Barad,Male,53,Retired,Minor,Unknown,"88/790, Bali Chowk, Ballia-904311"
VICT007835,CR006261,Ria Brar,Female,75,Farmer,None,Family,"95/70, Halder Path, Kalyan-Dombivli 441918"
VICT007836,CR006262,Dhruv Bhalla,Male,31,Retired,None,Friend,"H.No. 764, Bakshi Road, Delhi 509458"
VICT007837,CR006263,Chanchal Lata,Female,87,Farmer,Fatal,Family,"H.No. 38, Narain Road, Dhanbad-316000"
VICT007838,CR006263,Anita Gupta,Female,5,Student,Minor,Friend,"H.No. 49, Mody Street, Pallavaram 870067"
VICT007839,CR006264,Varsha Garde,Female,16,Private Employee,Minor,Colleague,"21/648, Randhawa Marg, Bhimavaram-572585"
VICT007840,CR006264,Ranbir Walla,Male,27,Government Employee,Minor,Neighbour,"74/10, Palan Street, Kishanganj-963310"
VICT007841,CR006264,Timothy Sarraf,Other,28,Unemployed,Minor,Colleague,"95, More Path, Darbhanga-974733"
VICT007842,CR006265,Rachana Puri,Female,70,Private Employee,Minor,Neighbour,"H.No. 715, Mander Chowk, Nagpur 744937"
VICT007843,CR006266,Parth Uppal,Male,34,Private Employee,Minor,Neighbour,"17/36, Kala Ganj, Nellore-531340"
VICT007844,CR006267,Arjun Divan,Male,60,Government Employee,None,Family,"44/66, Munshi Nagar, Shahjahanpur 634818"
VICT007845,CR006268,Krishna Atwal,Male,84,Business,None,Neighbour,"H.No. 58, Dada Circle, Bhavnagar 730317"
VICT007846,CR006268,Andrew Lata,Other,84,Business,None,Friend,"12/80, Shankar Circle, Phagwara 696865"
VICT007847,CR006269,Pooja Dutta,Female,41,Business,None,Friend,"H.No. 389, Choudhury Road, Hazaribagh 523380"
VICT007848,CR006270,Varsha Dhawan,Female,46,Retired,Minor,Friend,"16/907, Hora Zila, Kanpur 254161"
VICT007849,CR006270,Upkaar Amble,Male,62,Labourer,None,Unknown,"03, Datta Chowk, Kolkata 696452"
VICT007850,CR006271,Qabil Aurora,Male,19,Labourer,None,Family,"11, Dutt Street, Deoghar-332523"
VICT007851,CR006272,Priya Saraf,Female,86,Private Employee,None,Neighbour,"H.No. 380, Chaudhary, Tinsukia 567929"
VICT007852,CR006272,Jagrati Bajaj,Female,52,Labourer,Serious,Unknown,"H.No. 113, Brar Road, Berhampur 049307"
VICT007853,CR006273,Girindra Pant,Male,22,Housewife,Minor,Family,"51/690, Din Street, Srikakulam 637885"
VICT007854,CR006274,Vidhi Purohit,Female,67,Housewife,Minor,Unknown,"21/59, Chahal Zila, Tadipatri 505496"
VICT007855,CR006274,Karan Keer,Male,42,Unemployed,Minor,Family,"H.No. 50, Reddy Circle, Shahjahanpur 419894"
VICT007856,CR006275,Wishi Anne,Female,56,Labourer,Serious,Friend,"H.No. 932, Dalal Zila, Durg 955441"
VICT007857,CR006276,Watika Mitra,Female,62,Labourer,Minor,Family,"98/79, Sur Street, Jalgaon 026128"
VICT007858,CR006277,Qushi Grewal,Female,70,Unemployed,None,Stranger,"80/76, Bir Street, Jalna-679687"
VICT007859,CR006277,Faraj Naik,Other,14,Driver,Serious,Stranger,"30/581, Nagarajan Path, Visakhapatnam 866848"
VICT007860,CR006277,Girish Kota,Other,61,Self Employed,None,Friend,"H.No. 573, Butala Chowk, Imphal 927953"
VICT007861,CR006278,Ekbal Kibe,Other,5,Business,Serious,Friend,"80, Bail Path, Ramgarh-941690"
VICT007862,CR006279,Zashil Dugal,Male,88,Self Employed,Minor,Friend,"308, Kurian Nagar, Bhatpara-141696"
VICT007863,CR006280,Aayush Chopra,Male,76,Driver,None,Stranger,"H.No. 401, Karan Chowk, Solapur 406995"
VICT007864,CR006281,Gunbir Karnik,Other,88,Labourer,Serious,Neighbour,"H.No. 34, Pau Path, Bardhaman 577220"
VICT007865,CR006282,Yashvi Radhakrishnan,Other,30,Labourer,Minor,Stranger,"456, Subramanian Chowk, Bhimavaram 938395"
VICT007866,CR006283,Dhriti Arora,Female,74,Housewife,Minor,Family,"977, Bhasin Zila, Kirari Suleman Nagar-737132"
VICT007867,CR006284,Reva Kaul,Other,20,Farmer,Minor,Stranger,"82/032, Sood Street, Siwan-714380"
VICT007868,CR006285,Sai Bir,Other,71,Housewife,None,Neighbour,"H.No. 856, Amble Street, Aligarh-931054"
VICT007869,CR006286,Dev Bajwa,Male,14,Labourer,None,Unknown,"54/09, Dani Path, Bally 813958"
VICT007870,CR006287,Tristan Contractor,Male,74,Government Employee,Minor,Colleague,"508, Patel Street, Katihar-511226"
VICT007871,CR006288,Warjas Swaminathan,Male,54,Retired,Minor,Colleague,"30, Dada Road, Thane-495950"
VICT007872,CR006289,Samuel Saini,Other,9,Farmer,Minor,Neighbour,"489, Tailor Path, Aizawl 521180"
VICT007873,CR006290,Divya Nair,Other,5,Unemployed,None,Friend,"H.No. 83, Badami Road, Morena-146015"
VICT007874,CR006291,Ekapad Mishra,Male,21,Business,Minor,Friend,"47/895, Sani Path, Bhiwani-683018"
VICT007875,CR006292,Gaurika Bhatti,Other,36,Student,Minor,Neighbour,"29/99, Dugar Marg, Srikakulam 281885"
VICT007876,CR006293,Ganga Sur,Other,37,Self Employed,Minor,Friend,"08/787, Sekhon Road, Secunderabad 702402"
VICT007877,CR006293,Abha Raja,Other,10,Housewife,None,Unknown,"14/55, Pandya Ganj, Kakinada 903689"
VICT007878,CR006294,Aarna Barman,Other,43,Farmer,None,Unknown,"45/69, Dada Marg, Kanpur-333361"
VICT007879,CR006295,Indrajit Cheema,Male,79,Retired,None,Neighbour,"45/509, Doctor, Khandwa 246979"
VICT007880,CR006295,Xiti Nadig,Female,81,Labourer,Minor,Friend,"63/91, Thakur Circle, Purnia-130740"
VICT007881,CR006296,Zayan Vohra,Male,70,Private Employee,Minor,Friend,"03/75, Rattan Nagar, Ghaziabad-863711"
VICT007882,CR006297,Pranit Raval,Male,44,Student,None,Neighbour,"H.No. 48, Kapoor Road, Sri Ganganagar 790282"
VICT007883,CR006298,Manthan Sanghvi,Male,56,Driver,Fatal,Colleague,"31, Keer Chowk, Guwahati 712313"
VICT007884,CR006299,Warhi Oak,Female,60,Unemployed,Minor,Colleague,"690, Sahni Circle, Bhiwandi-356538"
VICT007885,CR006300,Urmi Shankar,Other,90,Driver,Minor,Friend,"H.No. 585, Chaudry Nagar, Pali-173581"
VICT007886,CR006301,Zehaan Uppal,Other,80,Unemployed,Minor,Friend,"87/664, Dhillon Road, Siwan 157703"
VICT007887,CR006302,Thomas Shere,Male,47,Unemployed,None,Family,"H.No. 372, Master Ganj, Nagaon-666489"
VICT007888,CR006302,Aadi Rout,Male,68,Retired,Fatal,Family,"529, Mital Circle, Gorakhpur 292944"
VICT007889,CR006302,Gautami Hegde,Other,63,Student,Minor,Neighbour,"98/288, D’Alia Chowk, Khandwa-586178"
VICT007890,CR006303,Jai Halder,Male,40,Private Employee,Minor,Neighbour,"13, D’Alia Chowk, Belgaum-804442"
VICT007891,CR006304,Nisha Iyengar,Other,74,Farmer,None,Friend,"96/645, Bhardwaj Circle, Adoni-611564"
VICT007892,CR006305,Jonathan D’Alia,Other,70,Retired,None,Colleague,"H.No. 84, D’Alia, Serampore-608907"
VICT007893,CR006305,Leena Loke,Female,29,Business,Minor,Unknown,"88, Modi Circle, Arrah 318010"
VICT007894,CR006305,Rachana Kothari,Female,81,Driver,Minor,Friend,"96/762, Pradhan Street, Jehanabad-420812"
VICT007895,CR006306,Udyati Oommen,Other,86,Student,None,Neighbour,"H.No. 31, Din Chowk, Bangalore 630789"
VICT007896,CR006307,Veda Doshi,Female,34,Business,Minor,Colleague,"H.No. 739, Dutt Nagar, Ghaziabad-310776"
VICT007897,CR006308,Suhani Khosla,Other,77,Government Employee,Minor,Neighbour,"96/667, Mammen Marg, Morbi 041142"
VICT007898,CR006309,Rachana Pathak,Other,2,Housewife,Minor,Stranger,"H.No. 396, Sehgal Chowk, Madurai 361591"
VICT007899,CR006309,Harsh Hora,Other,76,Government Employee,Serious,Friend,"28, Grover Zila, Sambalpur-568261"
VICT007900,CR006310,Darpan Buch,Male,71,Retired,None,Family,"719, Tara Zila, Meerut 712763"
VICT007901,CR006311,Jeremiah Nagarajan,Male,61,Labourer,Minor,Unknown,"64/425, Guha Zila, Agartala 506669"
VICT007902,CR006312,Azad Dutta,Male,9,Student,None,Stranger,"611, Mallick Chowk, Aizawl-173870"
VICT007903,CR006313,Aadhya Memon,Female,62,Unemployed,Fatal,Family,"429, Mall Zila, Gopalpur 693173"
VICT007904,CR006314,Raksha Balan,Other,10,Student,Serious,Stranger,"88/45, Dhingra Chowk, Kishanganj 332635"
VICT007905,CR006315,Yagnesh Bhasin,Male,7,Farmer,Fatal,Family,"18, Venkatesh Street, Tiruchirappalli-009811"
VICT007906,CR006316,Advika Nayar,Other,43,Retired,None,Friend,"87, Om Nagar, Kumbakonam 176278"
VICT007907,CR006316,Zaid Palla,Male,69,Student,None,Friend,"H.No. 76, Gupta Nagar, Nangloi Jat 186174"
VICT007908,CR006317,Shivani Narayan,Female,49,Student,None,Family,"866, Dani Street, Tumkur-405728"
VICT007909,CR006318,Radhika Bhat,Female,68,Self Employed,Minor,Stranger,"380, Deo Street, Kishanganj 946403"
VICT007910,CR006319,Nihal Rai,Male,86,Retired,None,Stranger,"77, Devi Road, Ongole-586379"
VICT007911,CR006320,Indira Kant,Female,74,Student,None,Neighbour,"H.No. 103, Agrawal Marg, Munger 412315"
VICT007912,CR006321,Daniel Sachdeva,Male,84,Unemployed,Serious,Neighbour,"11/01, Bhatti Street, Erode-265451"
VICT007913,CR006322,Gunbir Issac,Male,30,Retired,Minor,Colleague,"H.No. 84, Guha Path, Hosur-456528"
VICT007914,CR006323,Anmol Bajaj,Male,68,Retired,Minor,Family,"59/51, Sachdeva Chowk, Amaravati-941692"
VICT007915,CR006324,Farhan Gade,Male,50,Student,None,Neighbour,"806, Nigam Nagar, Silchar-457436"
VICT007916,CR006325,Raksha Sami,Female,88,Driver,None,Neighbour,"H.No. 889, Shah, Nandyal 261440"
VICT007917,CR006326,Leena Kaul,Female,62,Private Employee,Minor,Family,"12/87, Kohli Ganj, Morbi-732343"
VICT007918,CR006327,Zilmil Nadkarni,Female,4,Housewife,None,Neighbour,"H.No. 60, Jaggi Nagar, Bokaro-341336"
VICT007919,CR006328,Ganga Gill,Other,83,Unemployed,Minor,Unknown,"32/271, Patla Road, Thane 440012"
VICT007920,CR006329,Arjun Manne,Male,26,Self Employed,None,Neighbour,"25/01, Bhagat Circle, Tirupati 331344"
VICT007921,CR006329,Rehaan Dugal,Other,41,Government Employee,Serious,Stranger,"71/45, Dhaliwal Path, Visakhapatnam 024089"
VICT007922,CR006330,Daksh Babu,Other,75,Self Employed,None,Neighbour,"58, Guha Marg, Bahraich-583758"
VICT007923,CR006331,Rachana Char,Female,65,Unemployed,Minor,Colleague,"H.No. 600, Pandit, Guntakal 686189"
VICT007924,CR006331,Bahadurjit Kibe,Other,72,Unemployed,None,Family,"23/54, Dora Nagar, Saharanpur 897158"
VICT007925,CR006332,Zayyan Sheth,Other,78,Business,Minor,Family,"29/42, Bhatia Chowk, Burhanpur 246093"
VICT007926,CR006333,Vaishnavi Datta,Female,52,Labourer,Minor,Unknown,"547, Seth Circle, Ramagundam-130243"
VICT007927,CR006334,Aryan Sharaf,Other,45,Private Employee,Minor,Family,"23/729, Sastry Chowk, Jammu 265725"
VICT007928,CR006334,Darpan Pillai,Male,45,Student,Serious,Friend,"58, Goel Marg, Bettiah-899479"
VICT007929,CR006335,Vasatika Tara,Other,23,Retired,None,Stranger,"24, Shenoy Chowk, Panvel 405320"
VICT007930,CR006335,Hredhaan Puri,Other,76,Private Employee,None,Colleague,"H.No. 158, Mannan Circle, Ajmer 549191"
VICT007931,CR006336,Noah Vyas,Male,74,Self Employed,None,Friend,"49/63, Malhotra Chowk, Tiruppur 729164"
VICT007932,CR006337,Kavya Raval,Female,89,Driver,Minor,Neighbour,"696, Karpe Chowk, Kulti 438449"
VICT007933,CR006338,Tamanna Bhagat,Female,62,Housewife,Minor,Friend,"96, Yadav Path, Kakinada-906169"
VICT007934,CR006339,Charles Palla,Male,71,Driver,None,Stranger,"552, Rajan Road, Naihati-811055"
VICT007935,CR006340,Riya Chacko,Other,23,Student,Minor,Colleague,"26/408, Gole Street, Kavali 145890"
VICT007936,CR006340,Jagrati Mangal,Female,48,Business,Serious,Friend,"H.No. 89, Divan Nagar, Hapur-222810"
VICT007937,CR006341,Gautami Dutt,Other,63,Driver,Minor,Unknown,"73, Pandit Street, Jamshedpur-958286"
VICT007938,CR006342,Anay Garde,Male,25,Government Employee,Minor,Neighbour,"07/855, Handa Road, Dehri-608494"
VICT007939,CR006343,Sathvik Gaba,Other,5,Self Employed,Minor,Unknown,"H.No. 379, Patla Circle, Aurangabad 786436"
VICT007940,CR006343,Adya Tata,Female,18,Driver,None,Unknown,"68, Kadakia Ganj, Bellary-747827"
VICT007941,CR006344,Rajata Mukherjee,Female,63,Housewife,None,Stranger,"H.No. 64, Suri Nagar, Ambattur 891742"
VICT007942,CR006344,Quincy Dhingra,Other,55,Self Employed,Serious,Family,"322, Mutti Ganj, Rajkot 996322"
VICT007943,CR006345,Bhavika Karnik,Female,23,Business,None,Neighbour,"H.No. 720, Lad Street, Shimoga 997894"
